indice_tiempo,tipo_cambio_bna_vendedor,tipo_cambio_a3500,tipo_cambio_mae,volumen_mae,tipo_cambio_implicito_en_adrs,futuro_rofex_usd1m,interes_abierto_1m,futuro_rofex_usd2m,interes_abierto_2m,futuro_rofex_usd3m,interes_abierto_3m,futuro_rofex_usd4m,interes_abierto_4m,futuro_rofex_usd5m,interes_abierto_5m,futuro_rofex_usd6m,interes_abierto_6m
2022-08-30,145.0,138.5717,138.6,,294.9352179034158,138.7,3293755.0,152.08,1647801.0,167.05,738636.0,180.6,297945.0,194.0,157545.0,208.0,67774.0
2022-08-31,145.0,138.7133,138.73,,295.8692971639951,138.71,3293755.0,151.88,2766025.0,166.75,780952.0,180.05,305268.0,193.9,157958.0,208.25,77226.0
2022-09-01,145.0,139.005,139.03,,289.92762364294333,149.75,2834475.0,165.35,799722.0,178.5,310359.0,192.5,160416.0,206.5,81110.0,217.5,35778.0
2022-09-02,145.0,139.005,139.03,,281.440281030445,149.75,2834475.0,165.35,799722.0,178.5,310359.0,192.5,160416.0,206.5,81110.0,217.5,35778.0
2022-09-03,145.0,139.005,139.03,,281.440281030445,149.75,2834475.0,165.35,799722.0,178.5,310359.0,192.5,160416.0,206.5,81110.0,217.5,35778.0
2022-09-04,145.0,139.005,139.03,,281.440281030445,149.75,2834475.0,165.35,799722.0,178.5,310359.0,192.5,160416.0,206.5,81110.0,217.5,35778.0
2022-09-05,146.0,140.2,139.03,,285.42154566744733,148.38,2847344.0,164.05,802024.0,177.1,313007.0,190.8,155539.0,205.25,82352.0,216.8,38640.0
2022-09-06,146.5,140.5783,140.56,,283.41013824884794,148.39,2909428.0,162.85,817157.0,175.6,311257.0,189.25,153980.0,203.6,77723.0,215.5,39321.0
2022-09-07,147.0,140.82,140.8,,281.8936877076412,148.39,2864658.0,162.34,857502.0,175.18,366519.0,189.19,159702.0,203.7,80509.0,216.0,40186.0
2022-09-08,147.5,141.1767,141.15,,283.07174887892376,148.4,3038408.0,162.8,875601.0,175.9,386019.0,190.75,167237.0,205.8,81430.0,218.0,39786.0
2022-09-09,147.5,141.375,141.38,,278.2037815126051,148.19,3125464.0,162.85,873154.0,176.2,391046.0,191.2,169912.0,206.4,85899.0,219.0,40089.0
2022-09-10,147.5,141.375,141.38,,278.2037815126051,148.19,3125464.0,162.85,873154.0,176.2,391046.0,191.2,169912.0,206.4,85899.0,219.0,40089.0
2022-09-11,147.5,141.375,141.38,,278.2037815126051,148.19,3125464.0,162.85,873154.0,176.2,391046.0,191.2,169912.0,206.4,85899.0,219.0,40089.0
2022-09-12,148.75,142.275,142.28,,276.8409818569904,148.05,3133666.0,163.0,888883.0,176.4,395316.0,192.0,171133.0,207.3,84249.0,220.3,40978.0
2022-09-13,149.0,142.575,142.58,,278.8568257491676,147.98,3176021.0,163.05,888818.0,177.2,415062.0,192.9,175418.0,208.55,85244.0,222.0,40426.0
2022-09-14,149.0,142.875,142.88,,278.7107258938245,147.89,3231682.0,163.55,861780.0,180.3,440658.0,197.35,181111.0,214.2,85315.0,228.45,41288.0
2022-09-15,149.0,143.1817,143.2,,290.8117249154453,147.85,3238580.0,163.1,862784.0,179.55,438614.0,196.5,180914.0,213.5,87933.0,227.9,42589.0
2022-09-16,149.0,143.4967,143.52,,293.38235294117646,147.65,3255260.0,161.65,877025.0,177.5,433743.0,194.0,178150.0,210.3,86538.0,226.0,43056.0
2022-09-17,149.0,143.4967,143.52,,293.38235294117646,147.65,3255260.0,161.65,877025.0,177.5,433743.0,194.0,178150.0,210.3,86538.0,226.0,43056.0
2022-09-18,149.0,143.4967,143.52,,293.38235294117646,147.65,3255260.0,161.65,877025.0,177.5,433743.0,194.0,178150.0,210.3,86538.0,226.0,43056.0
2022-09-19,150.0,144.345,144.37,,291.7564655172414,147.49,3267974.0,160.6,869250.0,175.85,444456.0,192.0,175919.0,207.6,86348.0,222.5,40762.0
2022-09-20,150.5,144.6317,144.64,,294.7368421052632,147.42,3274362.0,160.45,842639.0,175.8,458860.0,191.9,178096.0,207.95,86419.0,222.4,39501.0
2022-09-21,150.75,144.9033,144.89,,304.2420814479638,147.3,3238451.0,160.25,826434.0,175.5,475163.0,191.6,199895.0,207.75,87210.0,222.4,38898.0
2022-09-22,151.0,145.1683,145.16,,308.45714285714286,147.35,3203596.0,161.7,863455.0,176.55,492450.0,193.0,202400.0,209.5,86765.0,224.0,39010.0
2022-09-23,151.25,145.4583,145.44,,308.13397129186603,147.36,3228866.0,162.95,900032.0,178.25,505295.0,194.6,202584.0,211.0,85981.0,225.45,42178.0
2022-09-24,151.25,145.4583,145.44,,308.13397129186603,147.36,3228866.0,162.95,900032.0,178.25,505295.0,194.6,202584.0,211.0,85981.0,225.45,42178.0
2022-09-25,151.25,145.4583,145.44,,308.13397129186603,147.36,3228866.0,162.95,900032.0,178.25,505295.0,194.6,202584.0,211.0,85981.0,225.45,42178.0
2022-09-26,152.25,146.2633,146.27,,308.1956797966963,147.3,3078682.0,162.5,1117691.0,177.95,531023.0,194.55,217596.0,211.5,88090.0,226.1,42837.0
2022-09-27,152.75,146.5583,146.57,,304.9933422103862,147.31,2987290.0,162.1,1227803.0,177.7,552703.0,194.55,215257.0,211.5,95222.0,226.25,43325.0
2022-09-28,153.0,146.8383,146.86,,306.50459921156374,147.35,3013380.0,162.1,1380585.0,177.65,659489.0,194.45,227569.0,211.5,94485.0,226.1,43180.0
2022-09-29,153.0,147.09,147.07,,307.38031914893617,147.29,2907996.0,162.1,1632447.0,178.15,747391.0,194.7,233620.0,211.9,81596.0,226.5,42809.0
2022-09-30,153.25,147.315,147.32,,313.8069705093834,147.32,2907996.0,161.8,2239773.0,177.15,849999.0,193.6,242158.0,210.5,86274.0,224.75,44599.0
2022-10-01,153.25,147.315,147.32,,313.8069705093834,147.32,2907996.0,161.8,2239773.0,177.15,849999.0,193.6,242158.0,210.5,86274.0,224.75,44599.0
2022-10-02,153.25,147.315,147.32,,313.8069705093834,147.32,2907996.0,161.8,2239773.0,177.15,849999.0,193.6,242158.0,210.5,86274.0,224.75,44599.0
2022-10-03,154.25,148.2433,148.23,,311.2702366127024,159.5,2323120.0,174.45,860109.0,190.6,242452.0,207.3,87308.0,221.8,44726.0,237.5,34142.0
2022-10-04,155.0,148.5767,148.59,,310.03717472118956,158.7,2408925.0,173.7,873357.0,190.8,237091.0,207.9,90713.0,222.5,50663.0,238.3,33040.0
2022-10-05,155.25,148.9133,148.88,,311.7758186397985,158.35,2403990.0,173.3,873103.0,190.25,247219.0,207.5,88581.0,222.1,50872.0,237.7,37379.0
2022-10-06,155.25,149.1983,149.2,,310.4890604890605,158.13,2416158.0,172.85,878330.0,190.1,253792.0,207.35,90753.0,222.1,51889.0,237.95,38054.0
2022-10-07,155.25,149.1983,149.2,,313.31168831168833,158.13,2416158.0,172.85,878330.0,190.1,253792.0,207.35,90753.0,222.1,51889.0,237.95,38054.0
2022-10-08,155.25,149.1983,149.2,,313.31168831168833,158.13,2416158.0,172.85,878330.0,190.1,253792.0,207.35,90753.0,222.1,51889.0,237.95,38054.0
2022-10-09,155.25,149.1983,149.2,,313.31168831168833,158.13,2416158.0,172.85,878330.0,190.1,253792.0,207.35,90753.0,222.1,51889.0,237.95,38054.0
2022-10-10,155.25,149.1983,149.2,,316.6010498687664,158.13,2416158.0,172.85,878330.0,190.1,253792.0,207.35,90753.0,222.1,51889.0,237.95,38054.0
2022-10-11,157.0,150.7283,150.69,,309.4251336898395,157.74,2433077.0,172.1,895107.0,189.5,263127.0,206.65,101038.0,221.45,52813.0,237.5,42898.0
2022-10-12,157.25,151.0267,151.04,,310.53719008264466,157.57,2437439.0,171.7,905166.0,189.0,275177.0,206.4,117588.0,221.4,53598.0,237.1,44050.0
2022-10-13,157.25,151.3217,151.3,,314.96598639455783,157.42,2409627.0,171.65,901417.0,188.75,281692.0,206.5,120188.0,221.35,60235.0,237.1,47227.0
2022-10-14,157.25,151.6283,151.64,,315.2932960893855,157.19,2442765.0,171.8,901724.0,188.85,288384.0,207.1,125599.0,221.65,61031.0,237.25,46129.0
2022-10-15,157.25,151.6283,151.64,,315.2932960893855,157.19,2442765.0,171.8,901724.0,188.85,288384.0,207.1,125599.0,221.65,61031.0,237.25,46129.0
2022-10-16,157.25,151.6283,151.64,,315.2932960893855,157.19,2442765.0,171.8,901724.0,188.85,288384.0,207.1,125599.0,221.65,61031.0,237.25,46129.0
2022-10-17,158.75,152.53,152.5,,307.58389261744964,156.94,2454580.0,171.2,932586.0,188.1,316310.0,206.2,128451.0,220.9,70754.0,236.8,49944.0
2022-10-18,159.0,152.825,152.82,,305.3020134228188,156.94,2471490.0,170.3,915229.0,186.95,310973.0,204.8,128665.0,219.5,82593.0,235.4,49941.0
2022-10-19,159.0,153.165,153.18,,305.756358768407,156.94,2524750.0,169.85,921479.0,186.0,321879.0,203.85,131069.0,218.9,73986.0,235.0,49789.0
2022-10-20,159.5,153.5,153.51,,305.10471204188485,156.93,2501042.0,169.9,922828.0,185.75,323437.0,203.2,158105.0,218.2,72163.0,233.95,51122.0
2022-10-21,159.5,153.8117,153.79,,304.59183673469386,156.93,2492527.0,170.05,962065.0,185.85,322724.0,203.15,156156.0,218.35,70744.0,234.45,52156.0
2022-10-22,159.5,153.8117,153.79,,304.59183673469386,156.93,2492527.0,170.05,962065.0,185.85,322724.0,203.15,156156.0,218.35,70744.0,234.45,52156.0
2022-10-23,159.5,153.8117,153.79,,304.59183673469386,156.93,2492527.0,170.05,962065.0,185.85,322724.0,203.15,156156.0,218.35,70744.0,234.45,52156.0
2022-10-24,161.0,154.7367,154.74,,306.7741935483871,156.93,2462913.0,170.6,979960.0,186.8,326305.0,204.75,161377.0,219.9,76878.0,236.5,52814.0
2022-10-25,161.5,155.0533,155.08,,308.05837563451774,156.93,2440368.0,170.5,991271.0,186.6,352143.0,204.5,167917.0,219.5,70176.0,236.3,54593.0
2022-10-26,161.5,155.3967,155.39,,307.33590733590734,156.93,2483188.0,169.5,1029954.0,185.0,369270.0,202.7,163999.0,217.45,71771.0,234.5,55088.0
2022-10-27,161.5,155.6983,155.69,,306.1146496815287,156.89,2503422.0,169.4,1071651.0,183.9,404574.0,201.0,160840.0,215.75,73465.0,232.25,56937.0
2022-10-28,161.5,156.0167,156.02,,309.65834428383704,156.89,2516943.0,169.8,1222219.0,184.35,451731.0,201.2,162312.0,215.95,73592.0,232.25,59647.0
2022-10-29,161.5,156.0167,156.02,,309.65834428383704,156.89,2516943.0,169.8,1222219.0,184.35,451731.0,201.2,162312.0,215.95,73592.0,232.25,59647.0
2022-10-30,161.5,156.0167,156.02,,309.65834428383704,156.89,2516943.0,169.8,1222219.0,184.35,451731.0,201.2,162312.0,215.95,73592.0,232.25,59647.0
2022-10-31,162.5,156.895,156.91,,307.86082474226805,156.9,2516943.0,170.25,1914188.0,185.3,529326.0,202.15,172339.0,216.75,75800.0,233.0,62830.0
